InfrastructureID,Distance,Grass,Herbaceous,Wall,Shrub,Canapy,Layers,Comments,
CON-SS-VSMPE-5,240,0,0,0,0,0,0,,
CON-SS-VSMPE-7,0,0,0,0,0,0,0,Jean Talon corner,
CON-SS-VSMPE-7,10,0,1,0,0,0,1,,
CON-SS-VSMPE-7,20,0,0,0,0,1,1,,
CON-SS-VSMPE-7,30,0,0,0,0,1,1,,
CON-SS-VSMPE-7,40,0,0,0,0,1,1,,
CON-SS-VSMPE-7,50,0,0,0,0,0,0,,
CON-SS-VSMPE-7,60,0,0,0,0,1,1,,
CON-SS-VSMPE-7,70,0,0,0,0,1,1,,
CON-SS-VSMPE-7,80,0,0,0,0,1,1,,
CON-SS-VSMPE-7,90,0,0,0,0,1,1,,
CON-SS-VSMPE-7,100,0,1,0,0,1,2,,
CON-SS-VSMPE-7,110,1,1,0,0,1,3,,
CON-SS-VSMPE-7,120,1,1,0,0,0,2,,
CON-SS-VSMPE-7,130,0,0,0,0,1,1,,
CON-SS-VSMPE-7,140,0,0,0,0,0,0,,
CON-SS-VSMPE-7,150,0,0,0,0,1,1,,
CON-SS-VSMPE-7,159,0,0,0,0,0,0,,
SS-VSMPE-32,0,0,0,0,1,1,2,Jean Talon corner,
SS-VSMPE-32,10,0,0,0,1,1,2,,
SS-VSMPE-32,20,0,0,0,0,1,1,,
SS-VSMPE-32,30,0,1,0,0,1,2,,
SS-VSMPE-32,40,0,1,0,0,1,2,,
SS-VSMPE-32,50,0,0,0,0,1,1,,
SS-VSMPE-32,60,0,0,0,1,1,2,,
SS-VSMPE-32,70,1,0,0,0,1,2,,
SS-VSMPE-32,80,0,1,0,0,1,2,,
SS-VSMPE-32,90,0,1,0,0,1,2,,
SS-VSMPE-32,100,0,1,0,1,1,3,,
SS-VSMPE-32,110,0,1,0,0,1,2,,
SS-VSMPE-32,120,0,0,0,0,1,1,,
SS-VSMPE-32,130,0,0,0,0,1,1,,
SS-VSMPE-32,140,0,1,0,0,1,2,,
SS-VSMPE-32,141.5,0,0,0,0,1,1,,
CON-SS-VSMPE-8,0,0,0,0,0,1,1,Castelnau corner,
CON-SS-VSMPE-8,10,0,0,0,0,1,1,,
CON-SS-VSMPE-8,20,0,0,0,0,1,1,,
CON-SS-VSMPE-8,30,0,1,0,0,1,2,,
CON-SS-VSMPE-8,40,1,1,0,0,1,3,,
CON-SS-VSMPE-8,50,0,1,0,0,0,1,,
CON-SS-VSMPE-8,60,0,0,0,0,0,0,,
CON-SS-VSMPE-8,70,0,1,0,0,1,2,,
CON-SS-VSMPE-8,80,1,1,0,0,1,3,,
CON-SS-VSMPE-8,90,0,1,0,0,1,2,,
CON-SS-VSMPE-8,100,0,1,0,0,1,2,,
CON-SS-VSMPE-8,110,1,1,0,0,1,3,,
CON-SS-VSMPE-8,120,0,0,0,0,1,1,,
CON-SS-VSMPE-8,130,0,0,0,0,1,1,,
CON-SS-VSMPE-8,136.25,0,1,0,0,1,2,,
SS-VSMPE-24,0,0,0,0,0,0,0,Belanger corner,
SS-VSMPE-24,10,1,0,0,0,1,2,,
SS-VSMPE-24,20,0,0,0,0,1,1,,
SS-VSMPE-24,30,0,1,0,1,1,3,,
SS-VSMPE-24,40,1,0,0,0,1,2,,
SS-VSMPE-24,50,0,0,0,0,1,1,,
SS-VSMPE-24,60,0,0,0,0,1,1,,
SS-VSMPE-24,70,0,0,0,0,0,0,,
SS-VSMPE-24,80,0,0,0,0,1,1,,
SS-VSMPE-24,90,0,1,0,0,1,2,,
SS-VSMPE-24,100,0,0,0,0,1,1,,
SS-VSMPE-24,110,0,1,0,0,0,1,,
SS-VSMPE-24,120,0,1,0,0,1,2,,
SS-VSMPE-24,130,0,0,0,0,1,1,,
SS-VSMPE-24,140,0,0,0,1,1,2,,
SS-VSMPE-24,150,0,1,0,0,1,2,,
SS-VSMPE-24,160,0,1,0,0,0,1,,
SS-VSMPE-24,170,0,0,0,0,1,1,,
SS-VSMPE-24,180,0,0,0,0,1,1,,
SS-VSMPE-24,190,0,1,0,0,1,2,,
SS-VSMPE-24,200,0,1,0,0,1,2,,
SS-VSMPE-24,210,1,0,0,0,1,2,,
SS-VSMPE-24,220,0,0,0,0,1,1,,
SS-VSMPE-24,230,1,0,0,0,1,2,,
SS-VSMPE-24,240,0,0,0,0,1,1,,
SS-VSMPE-24,250,0,0,0,0,1,1,,
CON-SS-VSMPE-6,0,0,0,0,0,1,1,Everett corner,
CON-SS-VSMPE-6,10,0,0,0,0,0,0,,
CON-SS-VSMPE-6,20,0,1,0,0,1,2,,
CON-SS-VSMPE-6,30,0,0,0,1,0,1,,
CON-SS-VSMPE-6,40,0,1,0,0,1,2,,
CON-SS-VSMPE-6,50,0,1,0,0,1,2,,
CON-SS-VSMPE-6,60,0,1,0,0,1,2,,
CON-SS-VSMPE-6,70,0,0,0,1,1,2,,
CON-SS-VSMPE-6,80,0,1,0,0,0,1,,
CON-SS-VSMPE-6,90,1,0,0,0,1,2,,
CON-SS-VSMPE-6,100,0,1,0,0,1,2,,
CON-SS-VSMPE-6,110,0,0,0,0,1,1,,
CON-SS-VSMPE-6,120,0,1,0,0,1,2,,
CON-SS-VSMPE-6,130,0,1,0,0,0,1,,
CON-SS-VSMPE-6,140,0,1,0,0,0,1,,
CON-SS-VSMPE-6,150,0,0,0,0,1,1,,
CON-SS-VSMPE-6,160,0,1,0,0,1,2,,
CON-SS-VSMPE-6,170,0,0,0,0,1,1,,
CON-SS-VSMPE-6,180,0,0,0,0,0,0,,
CON-SS-VSMPE-6,190,0,0,0,0,0,0,,
CON-SS-VSMPE-6,197.1,0,0,0,0,0,0,,
CON-SS-VSMPE-4,0,0,0,0,0,0,0,24e corner,
CON-SS-VSMPE-4,10,1,1,0,0,0,2,,
CON-SS-VSMPE-4,20,0,0,0,0,0,0,,
CON-SS-VSMPE-4,30,1,0,0,0,0,1,,
CON-SS-VSMPE-4,40,1,1,0,0,0,2,,
CON-SS-VSMPE-4,50,0,1,0,0,1,2,,
CON-SS-VSMPE-4,60,0,1,0,0,1,2,,
CON-SS-VSMPE-4,70,1,1,0,0,1,3,,
CON-SS-VSMPE-4,76.5,0,1,0,0,0,1,,
CON-SS-VSMPE-5,0,0,0,0,0,0,0,Legendre E corner,
CON-SS-VSMPE-5,10,1,0,0,0,1,2,,
CON-SS-VSMPE-5,20,0,0,0,0,1,1,,
CON-SS-VSMPE-5,30,0,0,0,1,1,2,,
CON-SS-VSMPE-5,40,0,0,0,0,0,0,,
CON-SS-VSMPE-5,50,0,0,0,0,1,1,,
CON-SS-VSMPE-5,60,0,0,0,0,1,1,,
CON-SS-VSMPE-5,70,0,0,0,0,0,0,,
CON-SS-VSMPE-5,80,0,0,0,0,0,0,,
CON-SS-VSMPE-5,90,0,0,0,0,0,0,,
CON-SS-VSMPE-5,100,0,0,0,0,0,0,,
CON-SS-VSMPE-5,110,0,0,0,0,0,0,,
CON-SS-VSMPE-5,120,0,0,0,0,0,0,,
CON-SS-VSMPE-5,130,0,0,0,0,0,0,,
CON-SS-VSMPE-5,140,0,0,0,0,1,1,,
CON-SS-VSMPE-5,150,1,0,0,0,1,2,,
CON-SS-VSMPE-5,160,1,0,0,0,1,2,,
CON-SS-VSMPE-5,170,1,0,0,0,1,2,,
CON-SS-VSMPE-5,180,1,1,0,0,1,3,,
CON-SS-VSMPE-5,190,1,0,0,0,1,2,,
CON-SS-VSMPE-5,200,1,0,0,0,1,2,,
CON-SS-VSMPE-5,210,0,0,0,0,1,1,,
CON-SS-VSMPE-5,220,1,0,0,0,1,2,,
CON-SS-VSMPE-5,230,0,1,0,0,0,1,,
CON-SS-VSMPE-5,240,0,0,0,0,0,0,,
CON-SS-VSMPE-5,250,1,1,0,0,1,3,,
CON-SS-VSMPE-5,260,0,0,0,0,0,0,,
CON-SS-VSMPE-10,0,0,0,0,0,1,1,Gounod corner,
CON-SS-VSMPE-10,10,0,0,0,0,0,0,,
CON-SS-VSMPE-10,20,1,1,0,0,1,3,,
CON-SS-VSMPE-10,30,0,0,0,0,1,1,,
CON-SS-VSMPE-10,40,0,1,0,0,1,2,,
CON-SS-VSMPE-10,50,0,1,0,0,0,1,,
CON-SS-VSMPE-10,60,0,1,0,0,1,2,,
CON-SS-VSMPE-10,70,0,0,0,0,0,0,,
CON-SS-VSMPE-10,80,0,0,0,0,1,1,,
CON-SS-VSMPE-10,90,0,0,1,0,1,2,,
CON-SS-VSMPE-10,100,1,1,0,0,1,3,,
CON-SS-VSMPE-10,110,0,0,0,0,0,0,,
CON-SS-VSMPE-10,120,1,1,0,0,0,2,,
CON-SS-VSMPE-10,130,1,1,0,0,1,3,,
CON-SS-VSMPE-10,140,0,0,0,0,1,1,,
CON-SS-VSMPE-10,150,1,1,0,0,0,2,,
CON-SS-VSMPE-10,160,0,1,0,1,0,2,,
CON-SS-VSMPE-10,170,0,1,0,0,0,1,,
CON-SS-VSMPE-10,180,1,1,0,0,1,3,,
CON-SS-VSMPE-10,190,0,0,0,0,1,1,,
CON-SS-VSMPE-10,200,1,1,0,0,0,2,,
CON-SS-VSMPE-10,210,0,0,0,0,0,0,,
CON-SS-VSMPE-10,220,0,0,0,0,0,0,,
CON-SS-VSMPE-10,230,0,0,0,1,0,1,,
CON-SS-VSMPE-10,233,0,0,0,0,0,0,,
CON-SS-TR-3,0,1,0,0,0,0,1,,
CON-SS-TR-3,10,1,0,0,1,0,2,,
CON-SS-TR-3,20,1,0,0,0,0,1,,
CON-SS-TR-3,30,1,0,0,0,1,2,,
CON-SS-TR-3,40,1,0,0,0,0,1,,
CON-SS-TR-3,50,1,0,0,0,0,1,,
CON-SS-TR-3,60,1,0,0,0,0,1,,
CON-SS-TR-3,70,1,0,0,0,0,1,,
CON-SS-TR-3,80,1,0,0,0,0,1,,
CON-SS-TR-3,90,1,0,0,0,0,1,,
CON-SS-TR-3,100,1,0,0,0,1,2,,
CON-SS-TR-3,110,1,0,0,0,1,2,,
CON-SS-TR-3,120,1,0,0,0,1,2,,
CON-SS-TR-3,130,0,0,0,0,0,0,,
CON-SS-TR-3,140,1,0,0,1,0,2,,
CON-SS-TR-3,150,1,0,0,1,0,2,,
CON-SS-TR-3,157,1,0,0,0,0,1,,
RV-SS-TR-5,0,1,0,0,1,1,3,,
RV-SS-TR-5,10,1,0,0,1,1,3,,
RV-SS-TR-5,20,1,0,0,0,0,1,,
RV-SS-TR-5,30,1,0,0,0,1,2,,
RV-SS-TR-5,40,1,0,0,0,1,2,,
RV-SS-TR-5,50,1,0,0,0,1,2,,
RV-SS-TR-5,60,1,0,0,0,1,2,,
RV-SS-TR-5,70,1,0,0,1,1,3,,
RV-SS-TR-5,80,1,0,0,0,1,2,,
RV-SS-TR-5,90,1,1,0,0,0,2,,
RV-SS-TR-5,100,1,0,0,0,1,2,,
RV-SS-TR-5,110,1,0,0,0,0,1,,
RV-SS-TR-5,120,1,0,0,0,0,1,,
RV-SS-TR-5,130,1,0,0,0,1,2,,
RV-SS-TR-5,140,1,0,0,0,1,2,,
RV-SS-TR-5,145,1,0,0,0,1,2,,
CON-SS-TR-7,0,1,0,0,0,0,1,,
CON-SS-TR-7,10,1,0,0,0,0,1,,
CON-SS-TR-7,20,1,0,0,0,0,1,,
CON-SS-TR-7,30,1,0,0,0,0,1,,
CON-SS-TR-7,40,1,0,0,0,0,1,,
CON-SS-TR-7,50,0,1,0,0,0,1,,
CON-SS-TR-7,60,1,0,0,0,0,1,,
CON-SS-TR-7,70,0,0,0,0,0,0,,
CON-SS-TR-7,80,1,0,0,0,0,1,,
CON-SS-TR-7,90,1,0,0,0,0,1,,
CON-SS-TR-7,100,1,0,0,0,0,1,,
CON-SS-TR-7,110,1,1,0,0,0,2,,
CON-SS-TR-7,120,0,0,0,0,0,0,,
CON-SS-TR-7,130,1,1,0,1,0,3,,
CON-SS-TR-7,140,0,0,0,0,0,0,,
CON-SS-TR-7,150,0,1,0,1,0,2,,
CON-SS-TR-7,160,1,0,0,0,0,1,,
CON-SS-TR-7,163,1,0,0,0,0,1,,
RV-SS-TR-9,0,0,1,0,0,0,1,,
RV-SS-TR-9,10,0,1,0,0,0,1,,
RV-SS-TR-9,20,0,0,0,0,0,0,,
RV-SS-TR-9,30,0,0,0,0,0,0,,
RV-SS-TR-9,40,1,0,0,0,0,1,,
RV-SS-TR-9,50,0,0,0,0,0,0,,
RV-SS-TR-9,60,0,0,0,0,0,0,,
RV-SS-TR-9,70,1,0,0,0,0,1,,
RV-SS-TR-9,80,0,0,0,0,0,0,,
RV-SS-TR-9,90,0,0,0,0,0,0,,
RV-SS-TR-9,100,0,0,0,0,0,0,,
CON-SS-TR-11,0,0,1,0,0,0,1,,
CON-SS-TR-11,10,0,1,0,0,0,1,,
CON-SS-TR-11,20,0,0,0,0,0,0,,
CON-SS-TR-11,30,0,1,0,0,0,1,,
CON-SS-TR-11,40,0,1,0,0,0,1,,
CON-SS-TR-11,50,0,0,0,0,0,0,,
CON-SS-TR-11,60,0,0,0,0,0,0,,
CON-SS-TR-11,70,0,0,0,0,0,0,,
CON-SS-TR-11,77,0,1,0,0,1,2,,
RV-SS-TR-8,0,1,0,0,0,0,1,,
RV-SS-TR-8,10,1,0,0,0,0,1,,
RV-SS-TR-8,20,0,0,0,0,1,1,,
RV-SS-TR-8,30,0,0,0,0,1,1,,
RV-SS-TR-8,40,1,0,0,0,0,1,,
RV-SS-TR-8,50,1,0,0,0,1,2,,
RV-SS-TR-8,60,1,1,0,0,0,2,,
RV-SS-TR-8,70,1,0,0,0,1,2,,
RV-SS-TR-8,80,1,0,0,0,1,2,,
RV-SS-TR-8,90,1,0,0,0,1,2,,
RV-SS-TR-8,100,1,0,0,0,0,1,,
RV-SS-TR-8,110,1,0,0,1,0,2,,
CON-SS-TR-4,0,0,0,0,0,0,0,,
CON-SS-TR-4,10,1,0,0,0,0,1,,
CON-SS-TR-4,20,1,0,0,0,0,1,,
CON-SS-TR-4,30,0,0,0,0,0,0,,
CON-SS-TR-4,40,0,0,0,0,0,0,,
CON-SS-TR-4,50,1,0,0,0,0,1,,
CON-SS-TR-4,60,1,0,0,0,0,1,,
CON-SS-TR-4,70,1,0,0,0,0,1,,
CON-SS-TR-4,80,1,0,0,0,0,1,,
CON-SS-TR-4,90,1,0,0,0,0,1,,
CON-SS-TR-4,96,1,0,0,0,0,1,,
RV-SS-TR-12,0,1,0,0,0,0,1,,
RV-SS-TR-12,10,0,1,0,1,0,2,,
RV-SS-TR-12,20,1,1,0,0,0,2,,
RV-SS-TR-12,30,0,1,0,1,0,2,,
RV-SS-TR-12,40,1,0,0,0,0,1,,
RV-SS-TR-12,50,0,1,0,0,0,1,,
RV-SS-TR-12,60,0,1,0,0,0,1,,
RV-SS-TR-12,70,0,1,0,0,0,1,,
RV-SS-TR-12,80,1,0,0,0,0,1,,
CON-SS-TR-12,0,0,0,0,0,0,0,,
CON-SS-TR-12,10,0,1,0,0,0,1,,
CON-SS-TR-12,20,1,0,0,0,0,1,,
CON-SS-TR-12,30,0,0,0,0,0,0,,
CON-SS-TR-12,40,1,1,0,0,0,2,,
CON-SS-TR-12,50,1,0,0,1,0,2,,
CON-SS-TR-12,60,1,0,0,0,0,1,,
CON-SS-TR-12,70,1,0,0,0,0,1,,
CON-SS-TR-12,80,1,0,0,0,1,2,,
RV-SS-TR-11,0,1,0,0,0,0,1,,
RV-SS-TR-11,10,1,0,0,0,0,1,,
RV-SS-TR-11,20,1,0,0,0,1,2,,
RV-SS-TR-11,30,1,1,0,0,1,3,,
RV-SS-TR-11,40,0,0,0,0,0,0,,
RV-SS-TR-11,50,0,1,0,0,1,2,,
RV-SS-TR-13,0,0,0,0,0,0,0,,
RV-SS-TR-13,10,0,1,0,0,0,1,,
RV-SS-TR-13,20,1,1,0,0,0,2,,
RV-SS-TR-13,30,1,1,0,0,0,2,,
RV-SS-TR-13,40,0,1,0,0,0,1,,
RV-SS-TR-13,50,0,1,0,0,0,1,,
RV-SS-TR-13,60,0,0,0,1,1,2,,
RV-SS-TR-13,70,1,0,0,1,0,2,,
RV-SS-TR-13,80,1,0,0,0,1,2,,
CON-SS-TR-13,0,1,0,0,0,0,1,,
CON-SS-TR-13,10,1,0,0,0,0,1,,
CON-SS-TR-13,20,1,0,0,0,0,1,,
CON-SS-TR-13,30,1,0,0,0,0,1,,
CON-SS-TR-13,40,0,0,0,0,0,0,,
CON-SS-TR-13,50,0,1,0,0,0,1,,
CON-SS-TR-13,60,1,0,0,0,1,2,,
CON-SS-TR-13,63,1,0,0,0,1,2,,
RV-SS-TR-4,0,1,0,0,0,0,1,,
RV-SS-TR-4,10,1,0,0,0,0,1,,
RV-SS-TR-4,20,1,0,0,0,0,1,,
RV-SS-TR-4,30,0,0,0,1,0,1,,
RV-SS-TR-4,40,1,0,0,0,0,1,,
RV-SS-TR-4,50,1,0,0,0,0,1,,
RV-SS-TR-4,60,1,0,0,0,0,1,,
RV-SS-TR-4,70,0,1,1,0,0,2,,
RV-SS-TR-4,80,1,0,0,0,0,1,,
RV-SS-TR-4,90,1,0,0,0,0,1,,
RV-SS-TR-4,100,1,0,0,0,0,1,,
RV-SS-TR-4,104,1,0,0,0,0,1,,
RV-SS-TR-3,0,1,0,0,0,1,2,,
RV-SS-TR-3,10,1,0,0,0,1,2,,
RV-SS-TR-3,20,1,0,0,0,0,1,,
RV-SS-TR-3,30,1,0,0,1,1,3,,
RV-SS-TR-3,40,1,0,0,1,0,2,,
RV-SS-TR-3,50,1,0,0,0,1,2,,
CON-SS-TR-8,0,1,1,0,0,0,2,,
CON-SS-TR-8,10,0,0,0,0,0,0,,
CON-SS-TR-8,20,0,0,0,0,0,0,,
CON-SS-TR-8,30,0,0,0,1,0,1,,
CON-SS-TR-8,40,0,0,1,0,0,1,,
CON-SS-TR-8,50,1,0,0,0,1,2,,
CON-SS-TR-8,60,0,0,0,0,0,0,,
CON-SS-TR-8,70,1,0,0,0,1,2,,
CON-SS-TR-8,80,1,0,0,0,0,1,,
CON-SS-TR-8,90,1,0,0,0,0,1,,
CON-SS-TR-8,100,1,0,0,0,0,1,,
CON-SS-TR-8,110,1,0,0,0,0,1,,
CON-SS-TR-2,0,1,0,0,0,1,2,,
CON-SS-TR-2,10,1,0,0,0,1,2,,
CON-SS-TR-2,20,1,0,0,0,0,1,,
CON-SS-TR-2,30,1,0,0,0,0,1,,
CON-SS-TR-2,40,1,0,0,1,0,2,,
CON-SS-TR-2,50,1,0,0,0,0,1,,
RV-SS-TR-2,0,1,0,0,0,0,1,,
RV-SS-TR-2,10,1,0,0,0,1,2,,
RV-SS-TR-2,20,1,0,0,0,0,1,,
RV-SS-TR-2,30,1,0,0,0,0,1,,
RV-SS-TR-2,40,1,0,0,0,1,2,,
RV-SS-TR-2,50,0,0,0,1,1,2,,
RV-SS-TR-2,60,1,0,0,1,0,2,,
RV-SS-TR-2,70,0,0,0,0,0,0,,
RV-SS-TR-2,80,1,0,0,0,0,1,,
RV-SS-TR-2,90,1,0,0,0,0,1,,
RV-SS-TR-2,100,0,0,0,1,1,2,,
RV-SS-TR-2,110,1,0,0,0,1,2,,
RV-SS-TR-2,120,1,0,1,0,0,2,,
RV-SS-TR-2,127,1,0,0,0,0,1,,
RV-SS-TR-1,0,1,0,0,0,0,1,,
RV-SS-TR-1,10,1,0,0,1,0,2,,
RV-SS-TR-1,20,1,0,0,0,1,2,,
RV-SS-TR-1,30,0,0,0,0,0,0,,
RV-SS-TR-1,40,1,0,0,0,1,2,,
RV-SS-TR-1,50,1,0,0,0,1,2,,
RV-SS-TR-1,60,1,0,0,0,0,1,,
RV-SS-TR-1,70,1,0,0,0,0,1,,
RV-SS-TR-1,80,0,0,0,0,1,1,,
RV-SS-TR-1,90,1,0,0,0,0,1,,
RV-SS-TR-1,100,0,0,0,0,0,0,,
RV-SS-TR-1,110,1,0,0,0,0,1,,
RV-SS-TR-1,120,1,0,0,0,0,1,,
RV-SS-TR-1,125,1,0,0,0,0,1,,
CON-SS-TR-1,0,1,0,0,1,1,3,,
CON-SS-TR-1,10,1,0,0,0,1,2,,
CON-SS-TR-1,20,1,0,0,0,0,1,,
CON-SS-TR-1,30,1,0,0,0,0,1,,
CON-SS-TR-1,40,1,1,0,0,0,2,,
CON-SS-TR-1,50,1,0,0,0,1,2,,
CON-SS-TR-1,58,1,0,0,0,1,2,,
CON-SS-TR-9,0,1,1,0,0,1,3,,
CON-SS-TR-9,10,1,1,0,0,0,2,,
CON-SS-TR-9,20,1,0,0,0,0,1,,
CON-SS-TR-9,30,0,0,0,0,0,0,,
CON-SS-TR-9,40,0,1,0,1,1,3,,
CON-SS-TR-9,50,1,1,0,0,0,2,,
CON-SS-TR-9,60,0,1,0,0,0,1,,
CON-SS-TR-9,70,1,1,0,0,0,2,,
CON-SS-TR-9,80,1,0,0,0,0,1,,
CON-SS-TR-9,90,1,0,0,0,0,1,,
CON-SS-TR-9,100,1,0,0,0,0,1,,
CON-SS-TR-9,110,1,0,0,0,0,1,,
CON-SS-TR-9,120,1,0,0,0,0,1,,
CON-SS-TR-9,130,1,0,0,0,1,2,,
CON-SS-TR-9,140,1,0,0,0,1,2,,
CON-SS-TR-5,0,0,0,0,0,0,0,,
CON-SS-TR-5,10,0,1,0,0,0,1,,
CON-SS-TR-5,20,0,0,0,0,0,0,,
CON-SS-TR-5,30,0,0,0,0,0,0,,
CON-SS-TR-5,40,0,0,0,0,0,0,,
CON-SS-TR-5,50,1,0,0,0,0,1,,
CON-SS-TR-5,60,0,0,0,0,0,0,,
CON-SS-TR-5,70,0,0,0,0,0,0,,
CON-SS-TR-5,80,0,0,0,0,0,0,,
CON-SS-TR-5,90,0,0,0,0,0,0,,
CON-SS-TR-5,100,0,0,0,0,0,0,,
CON-SS-TR-5,109,0,0,0,0,0,0,,
CON-SS-TR-6,0,1,0,0,0,0,1,,
CON-SS-TR-6,10,1,0,0,0,0,1,,
CON-SS-TR-6,20,1,0,0,0,0,1,,
CON-SS-TR-6,30,1,0,0,0,0,1,,
CON-SS-TR-6,40,1,0,0,0,0,1,,
CON-SS-TR-6,50,1,0,0,1,0,2,,
CON-SS-TR-6,60,1,0,0,0,0,1,,
CON-SS-TR-6,70,1,0,0,0,0,1,,
CON-SS-TR-6,80,1,0,0,0,0,1,,
CON-SS-TR-6,90,0,1,0,1,0,2,,
CON-SS-TR-6,100,1,0,0,0,0,1,,
CON-SS-TR-6,110,0,1,0,0,0,1,,
CON-SS-TR-6,120,0,1,0,0,0,1,,
CON-SS-TR-6,123,1,1,0,0,0,2,,
RV-SS-TR-7,0,1,0,0,0,0,1,,
RV-SS-TR-7,10,1,0,0,0,0,1,,
RV-SS-TR-7,20,1,1,0,0,0,2,,
RV-SS-TR-7,30,1,0,0,0,0,1,,
RV-SS-TR-7,40,1,1,0,0,0,2,,
RV-SS-TR-7,50,1,0,0,0,0,1,,
RV-SS-TR-7,60,0,1,0,0,0,1,,
RV-SS-TR-7,70,1,1,0,0,0,2,,
RV-SS-TR-7,80,0,0,0,0,0,0,,
RV-SS-TR-7,90,1,0,0,0,0,1,,
RV-SS-TR-7,100,0,1,0,0,0,1,,
RV-SS-TR-7,110,0,1,0,1,0,2,,
RV-SS-TR-7,112,0,0,0,1,0,1,,
RV-SS-TR-6,0,1,0,0,0,0,1,,
RV-SS-TR-6,10,1,0,0,0,0,1,,
RV-SS-TR-6,20,0,0,0,0,0,0,,
RV-SS-TR-6,30,0,1,0,0,0,1,,
RV-SS-TR-6,40,1,0,0,0,0,1,,
RV-SS-TR-6,50,0,0,0,0,0,0,,
RV-SS-TR-6,60,1,0,0,0,0,1,,
RV-SS-TR-6,70,1,0,0,0,0,1,,
RV-SS-TR-6,80,1,0,0,1,1,3,,
RV-SS-TR-6,90,0,0,0,0,0,0,,
RV-SS-TR-6,100,0,0,0,0,0,0,,
RV-SS-TR-6,110,0,0,0,0,0,0,,
RV-SS-TR-10,0,1,0,0,0,0,1,,
RV-SS-TR-10,10,0,0,0,0,0,0,,
RV-SS-TR-10,20,0,0,0,1,1,2,,
RV-SS-TR-10,30,1,0,0,1,0,2,,
RV-SS-TR-10,40,1,0,0,0,0,1,,
RV-SS-TR-10,50,1,0,0,0,1,2,,
RV-SS-TR-10,60,0,0,0,0,0,0,,
RV-SS-TR-10,70,1,0,0,0,0,1,,
RV-SS-TR-10,80,1,0,0,0,0,1,,
RV-SS-TR-10,90,1,0,0,0,0,1,,
RV-SS-TR-10,100,1,0,0,0,1,2,,
RV-SS-TR-10,110,1,0,0,0,0,1,,
RV-SS-TR-10,120,1,0,0,0,0,1,,
RV-SS-TR-10,130,1,1,0,0,0,2,construction until the end of the street,
CON-SS-TR-10,0,1,0,0,0,0,1,,
CON-SS-TR-10,10,1,0,0,0,1,2,,
CON-SS-TR-10,20,1,0,0,1,0,2,,
CON-SS-TR-10,30,0,0,0,0,1,1,,
CON-SS-TR-10,40,0,0,0,0,1,1,,
CON-SS-TR-10,50,1,1,0,1,1,4,,
CON-SS-TR-10,60,1,0,0,0,1,2,,
CON-SS-TR-10,70,0,0,0,0,0,0,,
CON-SS-TR-10,80,0,0,0,1,1,2,,
CON-SS-TR-10,90,1,0,0,0,0,1,,
CON-SS-TR-10,100,0,0,0,0,0,0,,
CON-SS-TR-10,110,0,0,0,0,0,0,,
CON-SS-TR-10,120,1,1,0,0,0,2,,
CON-SS-TR-10,130,0,0,0,0,0,0,,
CON-SS-TR-10,140,0,0,0,0,0,0,,
CON-SS-TR-10,150,0,0,0,0,0,0,,
CON-SS-TR-10,155,0,0,0,0,0,0,,
